"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"24442",24442,52,2,3358,2,2,2,2,4,4,4,5,5,5,5,4,5,3,15,4,0,1,1,1
"24443",24443,17,1,409,4,2,2,2,4,4,5,4,4,4,2,5,1,4,0,0,1,1,1,1
"24444",24444,49,0,645,3,0,3,1,3,3,4,3,1,1,3,1,3,3,2,8,0,0,1,0
"24445",24445,46,0,447,0,5,0,2,4,4,5,2,2,0,2,3,2,4,0,0,0,1,0,1
"24446",24446,45,2,2078,4,4,4,4,3,4,5,2,2,2,2,4,2,5,9,1,1,1,1,1
"24447",24447,40,0,2075,4,2,4,4,3,4,3,3,1,5,3,4,3,3,0,0,0,1,0,0
"24448",24448,15,0,341,2,4,1,4,1,1,1,1,4,2,2,3,1,1,15,0,1,1,0,0
"24449",24449,40,2,4502,4,4,4,5,4,4,4,4,4,4,4,4,5,4,0,0,1,0,1,0
"24450",24450,66,2,3662,3,3,3,3,2,4,3,3,3,3,3,2,3,2,28,52,0,1,1,0
"24451",24451,53,0,1276,3,3,3,4,5,3,5,5,1,2,3,3,4,5,12,10,1,1,0,0
"24452",24452,19,0,972,2,2,2,4,1,2,1,1,4,5,3,2,4,1,0,0,1,0,1,0
"24453",24453,37,2,4502,2,2,2,2,4,4,4,4,5,5,4,4,3,4,6,0,0,1,1,1
"24454",24454,26,0,867,4,4,4,5,4,4,4,4,5,1,2,1,2,4,0,0,1,0,1,0
"24455",24455,54,0,319,5,4,5,3,1,1,4,2,2,5,2,1,2,4,0,0,0,1,0,1
"24456",24456,57,0,529,3,4,3,5,5,3,5,5,4,2,5,4,5,5,5,0,1,1,0,0
"24457",24457,55,2,453,3,3,3,3,5,5,5,5,5,5,5,3,5,3,17,8,0,1,1,1
"24458",24458,25,0,647,4,1,4,2,1,4,1,1,2,5,3,3,2,1,54,40,0,1,0,0
"24459",24459,28,0,2614,5,4,3,4,5,5,5,5,1,1,5,5,5,5,0,0,0,1,1,1
"24460",24460,47,2,1916,3,3,3,3,5,4,4,4,4,4,4,5,4,3,13,19,1,1,1,1
"24461",24461,66,0,181,4,2,4,4,4,4,4,4,1,2,3,3,4,4,0,0,1,1,0,1
"24462",24462,57,0,236,4,4,4,4,2,4,2,2,3,4,4,4,4,2,1,13,1,1,0,0
"24463",24463,48,0,679,3,5,3,1,3,3,3,3,3,4,5,5,4,3,1,0,1,1,0,0
"24464",24464,17,0,188,5,5,3,5,5,5,5,5,3,5,2,4,5,5,0,0,1,1,1,1
"24465",24465,44,2,2651,3,3,3,3,4,5,5,4,4,4,4,5,4,3,0,0,1,1,1,1
"24466",24466,19,2,1874,5,5,5,5,4,4,4,4,3,1,4,5,1,4,2,19,0,1,1,1
"24467",24467,33,0,436,5,2,2,2,5,5,5,5,4,3,3,3,1,5,0,10,0,1,1,1
"24468",24468,29,2,748,4,4,4,1,2,4,2,2,4,4,5,5,4,2,0,0,0,0,1,0
"24469",24469,49,2,163,5,5,5,5,1,3,4,4,4,4,5,1,4,3,0,0,0,1,1,1
"24470",24470,33,0,2329,3,5,3,4,3,4,4,3,5,5,5,4,4,4,0,16,1,1,0,0
"24471",24471,25,2,2417,3,3,3,3,5,5,5,5,4,2,5,4,4,5,74,90,0,1,1,1
"24472",24472,36,0,194,2,3,2,4,5,2,5,5,2,1,3,4,4,5,0,3,0,0,1,0
"24473",24473,69,1,2475,3,2,3,4,2,4,4,3,3,3,3,3,3,3,0,0,0,1,0,0
"24474",24474,37,2,226,3,3,3,1,4,3,4,4,4,3,4,4,5,4,0,5,0,0,1,0
"24475",24475,41,2,867,3,3,3,3,4,5,4,3,3,3,3,4,3,5,47,48,1,1,1,1
"24476",24476,25,0,391,5,2,5,2,2,5,2,2,4,3,3,1,3,2,39,48,1,0,1,1
"24477",24477,19,0,728,2,2,2,2,3,2,3,3,5,5,4,3,4,3,0,0,1,0,1,0
"24478",24478,40,0,296,2,4,2,3,2,2,2,2,3,3,4,5,5,2,2,0,0,1,0,0
"24479",24479,61,0,145,4,5,4,4,5,4,5,5,3,3,4,3,4,5,0,0,1,1,0,0
"24480",24480,33,2,3200,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,0,1,1,1
"24481",24481,34,2,405,2,4,4,4,2,4,3,2,2,3,2,2,2,3,0,0,1,1,1,0
"24482",24482,51,2,321,0,0,0,3,4,4,4,3,2,4,5,4,4,4,167,154,1,1,1,1
"24483",24483,35,1,922,2,4,2,3,1,2,1,1,5,5,5,5,5,1,27,35,1,1,0,0
"24484",24484,23,0,209,2,3,3,3,4,3,4,4,3,3,3,1,3,4,0,0,1,0,1,0
"24485",24485,21,1,1269,5,4,4,4,5,5,4,5,3,1,4,4,5,5,44,37,1,1,1,1
"24486",24486,33,2,3637,2,2,2,2,4,4,4,4,5,5,4,5,4,4,91,88,1,1,1,1
"24487",24487,51,2,936,4,5,5,5,5,3,3,4,4,4,4,1,4,1,12,2,1,1,1,0
"24488",24488,47,2,3101,4,4,4,4,3,4,4,2,2,2,2,4,2,4,0,0,0,1,1,1
"24489",24489,14,0,426,2,4,5,5,2,5,2,2,5,4,4,5,4,2,32,42,1,1,0,0
"24490",24490,34,2,395,5,5,3,5,1,5,2,4,4,4,4,1,4,5,0,0,0,1,1,1
"24491",24491,62,0,1071,4,1,1,1,4,4,4,4,3,2,3,2,5,4,0,0,1,1,1,1
"24492",24492,56,2,2402,1,1,1,1,5,5,5,3,5,4,5,5,4,5,0,0,1,1,1,1
"24493",24493,33,2,677,3,3,3,5,2,3,2,2,5,5,4,5,4,2,0,0,0,0,1,0
"24494",24494,43,2,2732,3,3,3,3,2,4,4,5,5,5,5,5,5,5,0,0,0,1,1,1
"24495",24495,52,2,3085,4,4,4,4,1,4,2,5,5,5,5,4,5,5,0,0,0,1,1,1
"24496",24496,35,0,1281,3,3,3,4,2,3,2,2,1,1,4,2,3,2,54,39,1,0,1,0
"24497",24497,35,0,239,0,4,0,3,1,0,1,1,3,5,4,3,4,1,2,0,0,1,0,1
"24498",24498,26,2,1448,4,4,4,4,4,4,4,4,4,2,3,3,3,4,5,0,0,1,1,0
"24499",24499,40,0,1874,5,4,5,4,2,5,2,2,3,3,3,1,3,2,33,27,1,1,0,1
"24500",24500,31,0,2425,2,5,2,4,2,2,2,2,4,2,4,4,4,2,21,0,1,1,0,0
"24501",24501,46,2,3509,4,4,4,4,3,3,3,4,4,4,4,1,4,5,0,0,0,1,1,1
"24502",24502,44,0,374,1,0,1,3,3,1,3,3,2,1,4,1,4,3,0,0,0,0,1,0
"24503",24503,38,2,441,3,2,2,1,2,2,2,2,5,3,4,5,4,2,0,0,1,0,1,0
"24504",24504,53,0,2300,4,5,4,1,1,4,1,1,3,5,4,3,5,1,0,0,1,1,0,1
"24505",24505,38,0,130,4,2,2,2,4,4,4,4,5,3,2,3,1,4,3,2,1,1,1,1
"24506",24506,45,2,3700,4,4,5,4,2,4,2,4,4,4,4,4,4,5,13,0,0,1,1,1
"24507",24507,40,2,2356,0,1,1,1,5,4,5,3,3,3,3,3,3,5,4,0,0,1,1,1
"24508",24508,25,0,409,1,4,1,4,1,1,1,1,4,2,5,5,5,1,5,0,1,1,0,0
"24509",24509,37,0,448,2,1,3,3,2,3,2,2,3,4,3,3,4,2,26,28,1,0,1,0
"24510",24510,19,0,550,4,0,4,1,1,4,1,1,4,2,3,5,4,1,7,0,1,1,0,0
"24511",24511,51,2,1838,0,4,0,5,2,5,5,5,5,0,2,4,5,3,4,0,0,1,0,1
"24512",24512,60,0,370,3,0,3,2,4,3,1,4,5,5,4,5,5,4,24,12,1,1,0,0
"24513",24513,22,1,413,3,2,2,2,3,2,1,3,2,1,4,1,3,3,0,0,0,1,1,0
"24514",24514,16,0,447,3,4,3,5,4,3,4,4,4,2,5,5,4,4,0,0,0,1,0,0
"24515",24515,44,0,802,4,3,3,3,4,4,4,4,1,1,3,1,3,4,35,34,1,1,1,1
"24516",24516,42,2,2524,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,0,1,1,1
"24517",24517,54,2,3801,0,0,0,2,3,5,4,1,1,1,1,4,1,5,7,7,1,1,1,1
"24518",24518,54,1,493,1,2,1,3,1,1,1,1,3,3,2,3,3,1,0,0,1,1,0,0
"24519",24519,17,0,641,1,4,1,1,1,1,1,1,4,2,5,4,5,1,8,5,1,1,0,0
"24520",24520,47,0,1056,1,1,1,3,1,1,1,1,1,3,5,5,5,1,6,24,0,0,1,0
"24521",24521,45,2,216,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0,1,1,1,1
"24522",24522,11,0,986,2,2,2,4,5,2,5,5,2,5,4,1,4,5,0,0,0,1,0,0
"24523",24523,68,0,258,5,3,0,3,1,2,5,1,1,0,1,2,1,5,10,3,0,1,0,1
"24524",24524,41,0,170,4,1,1,1,4,4,4,4,3,3,5,2,1,4,0,0,0,1,1,1
"24525",24525,55,2,1491,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0,1,1,1,1
"24526",24526,15,0,1533,1,4,4,4,1,1,2,1,1,1,4,3,3,1,0,0,1,1,1,0
"24527",24527,41,2,1715,4,4,4,4,4,4,5,4,4,5,4,3,4,5,1,0,0,1,1,1
"24528",24528,38,2,1021,1,2,2,2,1,2,1,1,4,5,5,5,5,1,0,0,1,0,1,0
"24529",24529,61,2,2235,3,3,2,3,5,4,5,5,5,5,5,5,5,3,0,0,0,1,1,1
"24530",24530,24,0,1947,1,4,0,1,1,0,1,1,5,2,5,5,4,1,0,0,1,1,0,0
"24531",24531,50,0,541,1,4,4,4,1,3,3,1,1,1,1,3,1,1,0,0,0,1,1,0
"24532",24532,65,0,399,4,3,3,3,4,4,4,4,3,1,3,4,1,4,0,0,1,1,1,1
"24533",24533,46,0,2419,2,3,2,4,2,3,3,3,3,2,3,3,3,2,0,0,0,1,0,0
"24534",24534,75,2,2642,3,4,4,4,4,3,4,3,3,3,3,1,3,4,31,25,1,1,1,0
"24535",24535,27,0,395,2,2,2,4,2,3,3,2,4,4,4,3,1,3,195,203,0,0,1,0
"24536",24536,21,0,1010,2,1,1,1,2,2,4,2,3,2,4,2,3,2,5,0,1,1,1,0
"24537",24537,69,1,546,3,4,3,3,2,3,2,2,5,3,2,5,4,2,5,22,1,1,0,0
"24538",24538,45,0,110,1,1,1,1,4,3,3,1,1,1,1,4,1,2,0,16,0,1,1,0
"24539",24539,33,2,402,2,2,2,2,4,3,4,4,3,5,4,5,4,4,0,0,1,1,1,1
"24540",24540,58,2,3771,5,5,5,5,2,5,4,4,4,5,4,4,4,4,24,17,1,1,1,1
"24541",24541,35,2,1144,3,3,3,3,1,3,1,1,2,5,4,3,2,1,0,12,1,0,1,0
"24542",24542,50,2,3255,2,5,3,5,5,2,1,2,2,2,2,2,2,2,4,2,0,1,1,0
"24543",24543,26,2,86,2,2,1,3,1,1,1,1,3,4,4,2,4,1,16,5,1,0,1,0
"24544",24544,13,0,370,3,5,3,3,3,3,3,3,4,2,5,3,4,3,0,0,1,1,0,0
"24545",24545,24,0,526,4,0,3,1,3,3,1,3,4,5,1,1,5,3,0,0,0,0,1,0
"24546",24546,29,1,329,0,0,0,1,2,0,2,2,5,3,1,2,2,2,0,0,1,1,1,1
"24547",24547,45,2,689,5,5,5,5,4,5,4,3,3,4,3,5,3,3,0,5,1,1,1,1
"24548",24548,54,2,3460,5,5,5,5,2,3,5,5,5,5,4,4,5,1,0,0,1,1,1,1
"24549",24549,21,2,351,1,3,1,4,4,1,4,4,2,4,4,1,4,4,17,13,0,1,0,0
"24550",24550,36,2,1522,2,2,3,2,4,4,5,5,5,5,5,4,5,3,10,9,1,1,1,1
"24551",24551,11,0,991,3,5,3,3,4,3,1,4,5,3,4,5,5,4,0,15,0,1,0,0
"24552",24552,59,0,191,3,5,5,5,3,3,3,3,1,3,2,1,2,3,41,36,1,1,1,0
"24553",24553,64,0,387,1,5,1,3,2,1,2,2,4,1,5,1,2,2,9,10,1,1,0,0
"24554",24554,47,0,872,2,4,2,5,3,2,3,3,1,2,1,1,2,3,0,2,1,1,0,0
"24555",24555,61,0,529,4,1,5,3,5,5,5,5,1,3,4,1,4,5,0,0,1,1,0,0
"24556",24556,34,0,1170,1,1,1,4,2,1,2,2,4,3,4,4,3,2,0,0,1,0,1,0
"24557",24557,23,2,3164,4,2,2,2,4,4,4,4,2,3,4,1,3,4,0,5,1,1,1,0
"24558",24558,29,2,197,3,3,3,3,3,3,3,3,4,5,4,3,5,3,0,2,0,0,1,0
"24559",24559,45,2,1158,4,4,4,4,2,5,5,4,4,4,4,5,4,5,0,0,1,1,1,1
"24560",24560,26,2,895,3,5,3,3,4,3,4,4,2,4,4,4,4,4,2,11,0,1,0,0
"24561",24561,25,0,67,2,4,2,1,1,2,3,1,2,5,2,1,1,1,31,61,1,0,1,0
"24562",24562,27,2,3058,4,4,4,4,4,4,4,4,5,4,4,3,5,4,6,0,1,1,1,1
"24563",24563,61,2,382,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0,0,1,1,1
"24564",24564,27,2,2446,2,2,2,4,3,2,3,3,1,5,3,2,3,3,0,0,0,0,1,0
"24565",24565,27,2,456,3,3,3,2,3,3,5,3,4,5,5,3,4,3,40,32,1,0,1,0
"24566",24566,67,0,277,3,0,3,2,1,3,1,1,4,5,5,5,4,1,18,12,1,1,0,0
"24567",24567,38,0,1448,5,2,2,2,5,5,5,5,2,5,4,5,5,5,57,37,1,1,1,1
"24568",24568,28,2,591,3,3,3,5,1,3,1,1,3,3,4,4,5,1,0,0,1,0,1,0
"24569",24569,42,2,1656,2,3,3,3,3,4,3,2,2,2,2,3,2,4,20,11,1,1,1,0
"24570",24570,45,0,110,2,4,2,4,1,3,3,3,3,2,5,1,3,3,0,20,0,1,0,0
"24571",24571,40,2,1506,5,5,5,5,3,4,4,5,5,5,5,4,5,4,10,0,1,1,1,1
"24572",24572,41,2,1841,0,0,0,3,4,5,4,5,5,5,5,5,5,4,87,90,1,1,1,1
"24573",24573,52,2,1916,4,4,4,4,4,5,5,5,5,5,5,3,5,4,28,41,0,1,1,1
"24574",24574,36,0,937,4,2,4,4,3,4,3,3,4,2,4,4,3,3,0,2,1,1,0,1
"24575",24575,47,1,909,5,5,5,5,5,5,5,5,4,1,3,3,1,5,0,0,1,1,1,1
"24576",24576,9,0,695,3,4,3,1,1,3,1,1,4,4,4,5,4,1,0,4,1,1,0,0
"24577",24577,32,2,3122,5,5,5,5,4,4,4,4,3,3,5,5,5,4,7,11,0,1,1,1
"24578",24578,47,2,2402,2,2,2,2,5,4,5,4,4,3,4,3,4,4,4,0,1,1,1,1
"24579",24579,44,2,1815,3,3,3,3,4,3,1,5,5,5,5,4,5,5,0,0,0,1,1,1
"24580",24580,25,2,1426,3,4,2,1,3,2,3,3,4,4,5,5,4,3,0,0,0,0,1,0
"24581",24581,53,2,1744,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,0,1,1,1,1
"24582",24582,67,1,1075,3,4,3,5,2,3,2,2,3,3,5,3,5,2,13,38,1,1,0,0
"24583",24583,61,0,776,2,4,2,1,3,2,3,3,4,2,5,4,4,3,2,0,1,1,0,0
"24584",24584,40,2,1346,5,1,5,5,5,4,4,4,4,4,4,4,4,5,0,13,1,1,1,1
"24585",24585,63,0,845,3,4,3,3,1,3,1,1,3,2,5,5,4,1,0,0,1,1,0,0
"24586",24586,50,0,468,3,2,3,4,3,3,4,2,5,4,3,4,1,4,243,262,0,1,0,0
"24587",24587,40,2,590,3,2,2,2,3,3,3,3,3,2,3,1,3,3,0,0,1,1,1,0
"24588",24588,23,2,946,5,0,5,2,5,5,5,5,5,4,5,4,4,5,0,0,0,0,1,1
"24589",24589,45,0,1464,3,4,3,4,3,5,4,5,5,3,5,4,5,4,0,0,0,1,0,0
"24590",24590,46,0,247,1,5,1,4,4,1,4,4,5,4,4,4,5,4,4,2,1,1,0,0
"24591",24591,47,0,772,2,4,2,1,4,2,4,4,1,3,3,2,3,4,27,32,1,1,0,0
"24592",24592,40,0,370,2,1,2,3,1,2,1,1,4,2,2,1,3,1,9,2,0,1,0,0
"24593",24593,48,2,2807,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,0,1,1,1
"24594",24594,60,2,293,5,5,5,5,4,5,4,5,5,5,5,4,5,5,9,9,1,1,1,1
"24595",24595,57,2,2505,4,4,4,4,2,2,2,4,4,5,5,2,5,2,344,319,1,1,1,1
"24596",24596,46,2,1342,4,4,4,4,2,5,5,4,4,4,4,4,4,4,0,7,0,1,1,1
"24597",24597,54,0,209,3,4,3,1,3,3,2,3,4,2,3,5,1,3,0,15,1,1,0,0
"24598",24598,43,2,3320,3,5,3,3,4,5,4,5,5,5,5,3,5,4,0,0,1,1,1,1
"24599",24599,59,2,192,1,5,5,5,4,3,3,2,2,2,1,1,2,4,114,97,0,1,1,0
"24600",24600,53,2,3471,1,1,1,1,4,5,5,4,4,4,4,4,4,5,40,40,1,1,1,1
"24601",24601,42,0,1464,1,4,1,1,3,1,4,3,4,4,4,5,4,3,0,6,1,1,0,0
"24602",24602,12,2,3819,3,5,1,1,3,3,3,3,1,4,4,3,4,3,5,16,0,1,1,0
"24603",24603,41,2,3114,2,2,4,2,5,5,4,5,5,5,5,5,5,3,5,7,0,1,1,1
"24604",24604,55,1,1107,2,2,5,2,2,4,3,1,1,2,1,2,1,1,30,55,0,1,1,0
"24605",24605,42,0,680,4,1,1,1,1,1,4,4,4,4,4,1,4,3,0,4,0,1,1,1
"24606",24606,51,2,1709,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,0,1,1,1,1
"24607",24607,72,2,2076,5,5,5,5,1,3,3,3,3,3,3,3,3,4,0,0,1,1,1,1
"24608",24608,53,2,2661,4,5,5,5,3,1,2,4,4,3,4,4,4,2,6,8,0,1,1,0
"24609",24609,56,2,2515,4,4,4,4,3,4,5,4,4,4,4,4,4,4,0,5,1,1,1,1
"24610",24610,69,2,725,2,3,2,3,2,4,2,5,5,2,5,1,5,4,14,17,0,1,0,0
"24611",24611,32,2,1190,1,1,1,1,4,4,4,4,2,3,1,2,5,4,21,0,0,1,1,1
"24612",24612,33,2,463,4,4,4,4,3,4,3,4,4,3,4,2,4,2,48,62,0,1,1,0
"24613",24613,38,0,549,3,3,3,3,3,4,3,3,5,4,5,4,5,3,0,0,0,1,1,1
"24614",24614,69,0,488,3,5,3,2,5,5,4,1,1,3,1,3,1,4,40,26,0,1,0,0
"24615",24615,47,2,1911,5,5,5,5,4,4,4,3,3,4,3,5,3,3,0,0,0,1,1,1
"24616",24616,51,2,919,4,4,4,4,3,4,5,4,4,4,4,3,4,5,2,0,0,1,1,1
"24617",24617,29,2,692,2,4,1,1,5,1,2,5,4,3,4,5,4,5,0,11,1,1,0,0
"24618",24618,34,2,547,4,4,4,4,1,3,3,5,5,5,5,3,5,2,101,86,1,1,1,1
"24619",24619,58,0,821,5,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,0,1,1,1
"24620",24620,25,2,3734,3,2,2,2,3,3,3,3,4,1,3,4,3,3,0,0,0,1,1,0
"24621",24621,40,1,2350,3,4,4,4,5,3,3,4,2,3,1,3,3,3,0,0,1,1,1,1
"24622",24622,30,2,1489,2,2,4,2,5,5,5,5,2,5,5,3,3,5,0,0,1,1,1,1
"24623",24623,50,0,550,1,2,2,2,5,4,4,1,1,1,1,2,1,2,72,69,0,1,1,0
"24624",24624,21,0,1642,3,4,4,3,4,4,4,4,3,3,5,4,5,4,0,0,0,1,0,0
"24625",24625,53,0,2565,5,1,5,3,5,2,2,3,5,4,4,2,4,2,0,0,0,1,0,1
"24626",24626,48,2,867,5,5,5,5,2,4,5,4,4,4,4,5,4,5,0,0,0,1,1,1
"24627",24627,60,0,622,2,4,2,1,5,5,4,5,5,2,5,5,5,5,0,0,0,1,0,0
"24628",24628,36,1,642,3,5,5,5,3,3,3,3,4,4,3,4,2,3,7,11,0,1,1,0
"24629",24629,53,2,3959,4,4,2,4,4,4,5,3,3,4,3,5,3,4,0,0,1,1,1,1
"24630",24630,42,2,500,3,3,3,3,2,5,4,5,5,5,5,4,5,3,0,8,1,1,1,1
"24631",24631,30,0,765,1,4,2,1,5,2,5,5,3,4,4,4,5,5,0,0,0,1,0,0
"24632",24632,16,0,200,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0,0,1,0,1,0
"24633",24633,59,2,1691,3,2,2,2,1,3,4,2,2,2,3,3,2,2,0,11,1,1,1,0
"24634",24634,36,1,2762,2,0,2,3,2,2,4,2,4,5,4,5,2,2,12,0,1,1,0,0
"24635",24635,34,0,399,3,5,3,3,3,3,3,3,5,5,3,2,4,3,0,0,0,0,1,0
"24636",24636,17,0,1076,4,4,4,3,3,4,3,3,2,4,3,2,5,3,12,0,1,0,1,1
"24637",24637,56,0,1041,2,4,2,4,4,2,4,4,4,2,5,5,4,4,0,0,1,1,0,0
"24638",24638,36,0,1121,3,3,3,4,5,3,5,5,2,3,1,3,5,5,11,0,0,0,1,0
"24639",24639,15,2,1158,3,3,3,3,3,2,3,3,4,5,4,3,3,3,49,40,1,1,1,0
"24640",24640,47,0,2475,3,3,3,3,4,3,3,2,2,3,2,2,2,3,0,0,0,1,0,0
"24641",24641,48,1,1013,5,3,5,3,2,5,2,2,3,5,4,4,4,2,0,0,1,1,0,1
"24642",24642,23,2,282,0,0,0,5,5,0,5,5,5,5,5,5,5,5,0,0,1,0,1,1
"24643",24643,67,1,1005,3,4,3,5,5,3,2,5,4,2,5,3,5,5,0,0,1,1,0,0
"24644",24644,41,0,106,5,3,3,3,5,5,5,5,5,1,5,3,3,5,0,1,0,1,1,1
"24645",24645,47,2,1084,2,2,2,2,3,4,4,4,4,5,4,4,4,3,70,75,1,1,1,1
"24646",24646,22,0,416,3,4,3,4,5,3,5,5,3,5,3,2,4,5,0,0,1,1,0,0
"24647",24647,45,2,2293,2,2,2,2,4,5,4,4,4,4,5,5,4,4,0,0,0,1,1,1
"24648",24648,57,2,3068,2,2,2,2,4,4,4,3,3,4,3,5,3,3,0,0,1,1,1,1
"24649",24649,41,2,3855,4,4,4,4,4,5,2,2,2,2,2,3,2,4,0,0,1,1,1,1
"24650",24650,53,2,554,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,0,1,1,1,1
"24651",24651,57,0,934,1,5,1,5,3,4,5,4,4,1,4,5,4,5,0,0,0,1,0,0
"24652",24652,24,0,134,1,1,1,4,1,1,1,1,4,1,4,2,3,1,0,0,0,0,1,0
"24653",24653,45,2,2709,4,4,4,4,4,2,1,3,3,3,3,1,3,3,0,0,0,1,1,1
"24654",24654,47,2,2586,1,1,1,1,3,3,4,4,4,4,4,3,4,5,0,0,1,1,1,1
"24655",24655,44,0,147,2,5,2,1,4,5,4,5,5,2,5,5,5,5,0,0,0,1,0,0
"24656",24656,51,0,1447,3,2,3,3,5,3,5,5,4,2,4,2,4,5,17,3,1,1,0,0
"24657",24657,49,1,563,4,2,2,2,5,3,3,4,4,4,4,3,4,1,45,40,0,1,1,1
"24658",24658,38,1,156,3,3,3,2,2,3,2,2,2,2,3,3,5,2,0,0,0,0,1,0
"24659",24659,28,2,612,2,2,2,3,3,2,3,3,3,4,4,3,4,3,26,35,0,0,1,0
"24660",24660,50,2,3285,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,6,0,1,1,1
"24661",24661,56,2,2083,3,3,3,3,3,3,2,3,3,3,3,4,3,3,62,63,0,1,1,0
"24662",24662,46,0,607,1,4,0,3,4,5,5,1,1,0,1,3,1,3,79,82,0,1,0,0
"24663",24663,22,2,2677,5,5,5,1,1,5,3,1,4,2,4,3,5,1,0,0,1,0,1,1
"24664",24664,38,2,297,0,0,0,3,2,4,5,3,3,3,3,5,3,5,0,0,1,1,1,1
"24665",24665,26,2,641,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,20,1,0,1,1
"24666",24666,39,2,1779,2,5,3,5,3,4,4,2,2,2,2,3,2,2,27,17,0,1,1,0
"24667",24667,45,2,2565,1,1,1,1,4,3,5,3,3,3,3,5,3,3,0,0,1,1,1,1
"24668",24668,22,1,925,0,3,0,3,5,0,5,5,1,2,2,3,2,5,0,0,1,1,1,1
"24669",24669,33,0,198,1,3,1,4,5,1,5,5,4,3,4,4,4,5,0,12,0,0,1,0
"24670",24670,56,2,337,2,2,2,2,3,3,3,2,2,3,2,3,2,1,0,5,0,1,1,0
"24671",24671,55,2,3095,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,5,0,1,1,1
"24672",24672,17,0,2615,4,3,4,3,1,4,1,1,4,5,2,4,4,1,50,33,0,1,0,0
"24673",24673,45,0,342,1,2,2,2,1,1,1,1,1,5,3,1,4,1,2,0,1,1,1,0
"24674",24674,51,2,3016,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,0,0,1,1,1
"24675",24675,38,0,1091,4,1,4,3,1,4,1,1,4,2,3,4,3,1,18,0,0,1,0,0
"24676",24676,56,0,397,1,5,1,5,2,1,2,2,5,5,5,3,5,2,3,0,1,1,0,0
"24677",24677,20,0,341,2,2,2,4,4,2,4,4,1,1,3,3,3,4,0,16,0,0,1,0
"24678",24678,56,2,1481,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,0,1,1,1
"24679",24679,32,2,3067,2,1,3,1,2,2,2,2,1,5,3,1,4,2,0,0,0,1,1,0
"24680",24680,61,0,237,4,2,2,2,3,4,3,4,4,4,4,1,4,4,0,0,0,1,1,0
"24681",24681,44,2,2278,5,5,5,5,5,4,5,4,4,4,4,3,4,3,29,62,0,1,1,1
"24682",24682,35,0,1379,3,5,3,2,3,3,3,3,2,1,4,2,1,3,0,0,0,1,0,0
"24683",24683,20,0,972,2,2,2,4,1,2,5,1,2,2,4,2,4,1,68,50,1,0,1,0
"24684",24684,39,2,909,5,5,5,5,2,5,4,5,5,5,5,3,5,5,0,0,1,1,1,1
"24685",24685,39,2,127,2,5,5,5,5,3,4,2,2,2,2,2,2,3,0,0,1,1,1,0
"24686",24686,7,0,462,4,4,4,5,3,4,1,3,1,1,3,5,1,3,0,0,1,1,0,0
"24687",24687,22,0,640,2,3,2,2,2,2,2,2,5,2,1,1,1,2,0,2,1,0,1,0
"24688",24688,42,2,925,5,5,5,5,4,4,4,4,4,4,4,4,4,4,76,91,1,1,1,1
"24689",24689,22,0,239,2,4,2,3,1,2,1,1,4,4,3,4,4,1,0,0,1,0,1,0
"24690",24690,32,0,602,5,1,4,4,5,5,5,5,1,3,3,5,1,5,0,0,1,1,1,1
"24691",24691,50,2,1541,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0,0,1,1,1,1
"24692",24692,31,2,1739,5,5,5,5,5,5,5,5,4,5,4,5,3,5,7,2,0,1,1,1
"24693",24693,34,0,328,4,0,4,2,5,4,2,5,4,2,4,4,4,5,0,0,1,1,0,0
"24694",24694,27,2,158,5,5,5,3,4,5,4,4,5,3,5,3,5,4,0,0,0,0,1,1
"24695",24695,24,2,226,4,5,4,3,4,4,4,4,4,3,4,4,5,4,7,2,1,0,1,1
"24696",24696,44,2,3015,1,1,1,1,2,5,4,5,5,5,5,4,5,5,25,13,1,1,1,1
"24697",24697,22,0,226,4,0,4,1,3,4,3,3,2,5,4,3,5,3,0,0,1,0,1,1
"24698",24698,20,0,626,3,4,3,4,2,3,3,2,3,3,4,5,5,2,0,0,1,1,0,0
"24699",24699,48,2,2586,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0,1,1,1,1
